High-Score Category Code,Parent Feature ID,Parent Feature Code,Sub-skill ID,Sub-skill Code,Sub-skill 中文 / Display Label,Sub-skill English,Definition / Detection Note,Status,Visibility,Detection Enabled,Mastery Enabled
H4,H4-3,WRITE_HSF_RHET_QUESTION,H4-3-2,WRITE_HSF_RHET_QUESTION_CHALLENGE_QUESTION,挑戰式提問,challenge question,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-3,WRITE_HSF_RHET_QUESTION,H4-3-3,WRITE_HSF_RHET_QUESTION_REFLECTIVE_QUESTION,反思式提問,reflective question,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-3,WRITE_HSF_RHET_QUESTION,H4-3-4,WRITE_HSF_RHET_QUESTION_QUESTION_ANSWER_PATTERN,自問自答,question-answer pattern,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-4,WRITE_HSF_FIGURATIVE,H4-4-1,WRITE_HSF_FIGURATIVE_SIMILE,明喻,simile,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-4,WRITE_HSF_FIGURATIVE,H4-4-2,WRITE_HSF_FIGURATIVE_METAPHOR,隱喻,metaphor,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-4,WRITE_HSF_FIGURATIVE,H4-4-3,WRITE_HSF_FIGURATIVE_ANALOGY,類比,analogy,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-4,WRITE_HSF_FIGURATIVE,H4-4-4,WRITE_HSF_FIGURATIVE_EXTENDED_METAPHOR,延伸隱喻,extended metaphor,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-4,WRITE_HSF_FIGURATIVE,H4-4-5,WRITE_HSF_FIGURATIVE_PERSONIFICATION,擬人,personification,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-1,WRITE_HSF_IMAGERY_VISUAL,視覺意象,Visual Imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。 Owner 於 2026-08-30 裁決自「visual / auditory / tactile / olfactory / gustatory imagery」拆分為獨立 Sub-skill。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-2,WRITE_HSF_IMAGERY_AUDITORY,聽覺意象,Auditory Imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。 Owner 於 2026-08-30 裁決自「visual / auditory / tactile / olfactory / gustatory imagery」拆分為獨立 Sub-skill。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-3,WRITE_HSF_IMAGERY_TACTILE,觸覺意象,Tactile Imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。 Owner 於 2026-08-30 裁決自「visual / auditory / tactile / olfactory / gustatory imagery」拆分為獨立 Sub-skill。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-4,WRITE_HSF_IMAGERY_OLFACTORY,嗅覺意象,Olfactory Imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。 Owner 於 2026-08-30 裁決自「visual / auditory / tactile / olfactory / gustatory imagery」拆分為獨立 Sub-skill。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-5,WRITE_HSF_IMAGERY_GUSTATORY,味覺意象,Gustatory Imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。 Owner 於 2026-08-30 裁決自「visual / auditory / tactile / olfactory / gustatory imagery」拆分為獨立 Sub-skill。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-6,WRITE_HSF_IMAGERY_SENSORY_DETAILS,感官細節,sensory details,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-5,WRITE_HSF_IMAGERY,H4-5-7,WRITE_HSF_IMAGERY_CONCRETE_IMAGERY,具體意象,concrete imagery,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-1,WRITE_HSF_POWERFUL_CLOSE_PUNCH_LINE,收束金句,punch line,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-2,WRITE_HSF_POWERFUL_CLOSE_APHORISTIC_ENDING,格言式結尾,aphoristic ending,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-3,WRITE_HSF_POWERFUL_CLOSE_CALLBACK_ENDING,回扣式結尾,callback ending,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-4,WRITE_HSF_POWERFUL_CLOSE_CONTRAST_ENDING,對比式結尾,contrast ending,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-5,WRITE_HSF_POWERFUL_CLOSE_RHETORICAL_QUESTION_ENDING,提問式結尾,rhetorical question ending,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H4,H4-6,WRITE_HSF_POWERFUL_CLOSE,H4-6-6,WRITE_HSF_POWERFUL_CLOSE_MEMORABLE_FINAL_SENTENCE,令人印象深刻的結尾句,memorable final sentence,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-1,WRITE_HSF_CLEAR_FOCUS,H5-1-1,WRITE_HSF_CLEAR_FOCUS_CENTRAL_IDEA,核心概念,central idea,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-1,WRITE_HSF_CLEAR_FOCUS,H5-1-2,WRITE_HSF_CLEAR_FOCUS_CONTROLLING_IDEA,統攝概念,controlling idea,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-1,WRITE_HSF_CLEAR_FOCUS,H5-1-3,WRITE_HSF_CLEAR_FOCUS_THESIS,thesis（論說文）,,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-1,WRITE_HSF_CLEAR_FOCUS,H5-1-4,WRITE_HSF_CLEAR_FOCUS_PARAGRAPH_FOCUS,段落焦點,paragraph focus,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-1,WRITE_HSF_CLEAR_FOCUS,H5-1-5,WRITE_HSF_CLEAR_FOCUS_PURPOSE_AWARENESS,寫作目的意識,purpose awareness,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-1,WRITE_HSF_ELABORATION_SPECIFICITY,具體性,specificity,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-2,WRITE_HSF_ELABORATION_CONCRETIZATION,具象化,concretization,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-3,WRITE_HSF_ELABORATION_EFFECTIVE_EXAMPLES,有效例證,effective examples,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-4,WRITE_HSF_ELABORATION_ILLUSTRATION,例示,illustration,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-5,WRITE_HSF_ELABORATION_EXPLANATION,解釋,explanation,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-6,WRITE_HSF_ELABORATION_DETAIL,細節,detail,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-2,WRITE_HSF_ELABORATION,H5-2-7,WRITE_HSF_ELABORATION_IDEA_EXPLAIN_EXTEND,Idea → Explain → Extend 展開,Idea → Explain → Extend,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-1,WRITE_HSF_LOGIC_CAUSE_EFFECT,因果轉承,cause-effect,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-2,WRITE_HSF_LOGIC_CAUSAL_CHAIN,因果鏈,causal chain,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-3,WRITE_HSF_LOGIC_PROBLEM_SOLUTION,問題－解決,problem-solution,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-4,WRITE_HSF_LOGIC_CONDITION_RESULT,條件－結果,condition-result,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-5,WRITE_HSF_LOGIC_REASON_RESULT,理由－結果,reason-result,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-3,WRITE_HSF_LOGIC,H5-3-6,WRITE_HSF_LOGIC_PROCESS_DEVELOPMENT,過程推展,process development,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-1,WRITE_HSF_MULTIANGLE_COMPARE_CONTRAST,比較對照,compare & contrast,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-2,WRITE_HSF_MULTIANGLE_CATEGORIZATION,分類,categorization,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-3,WRITE_HSF_MULTIANGLE_GROUPING,歸類,grouping,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-4,WRITE_HSF_MULTIANGLE_MULTIPLE_PERSPECTIVES,多重觀點,multiple perspectives,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-5,WRITE_HSF_MULTIANGLE_STAKEHOLDER_ANALYSIS,關係人分析,stakeholder analysis,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-4,WRITE_HSF_MULTIANGLE,H5-4-6,WRITE_HSF_MULTIANGLE_DIFFERENT_DIMENSIONS,不同面向,different dimensions,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-1,WRITE_HSF_INSIGHT_LESSON_LEARNED,學到的道理,lesson learned,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-2,WRITE_HSF_INSIGHT_MEANING,意義,meaning,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-3,WRITE_HSF_INSIGHT_IMPLICATION,意涵,implication,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-4,WRITE_HSF_INSIGHT_PERSPECTIVE_SHIFT,觀點轉變,perspective shift,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-5,WRITE_HSF_INSIGHT_DEEPER_INTERPRETATION,更深層詮釋,deeper interpretation,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-5,WRITE_HSF_INSIGHT,H5-5-6,WRITE_HSF_INSIGHT_SO_WHAT,「so what?」,,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-1,WRITE_HSF_MEANINGFUL_CLOSE_SYNTHESIS,綜合收束,synthesis,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-2,WRITE_HSF_MEANINGFUL_CLOSE_RESOLUTION,收束解決,resolution,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-3,WRITE_HSF_MEANINGFUL_CLOSE_IMPLICATION,意涵,implication,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-4,WRITE_HSF_MEANINGFUL_CLOSE_RETURN_TO_CENTRAL_IDEA,回到核心概念,return to central idea,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-5,WRITE_HSF_MEANINGFUL_CLOSE_ANSWERING_THE_TASK,回應題目要求,answering the task,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
H5,H5-6,WRITE_HSF_MEANINGFUL_CLOSE,H5-6-6,WRITE_HSF_MEANINGFUL_CLOSE_FUTURE_IMPLICATION,未來意涵,future implication,源自 workbook High_Score_Features「Sub-skills / 判斷項目」逐項拆分（分隔符：；）。,ACTIVE,OWNER_ONLY,TRUE,FALSE
