Micro Code,Domain,Category Code,Category 中文,Skill Code,Skill 中文,Skill English,Micro-skill 中文,國中來源,高中來源,建議年段,備註
GRAM_G7_REL_CLAUSE_05,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_CLAUSE,關係子句,Relative Clauses,關係子句省略與簡化,,✓,高中,與 G1 Adjective Clauses 概念可重疊；此處強調關係子句完整教學系統
GRAM_G7_REL_CLAUSE_06,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_CLAUSE,關係子句,Relative Clauses,介係詞與關係子句,,✓,高中,與 G1 Adjective Clauses 概念可重疊；此處強調關係子句完整教學系統
GRAM_G7_REL_PRON_01,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,who,✓,✓,國中＋高中,
GRAM_G7_REL_PRON_02,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,whom,✓,✓,國中＋高中,
GRAM_G7_REL_PRON_03,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,whose,✓,✓,國中＋高中,
GRAM_G7_REL_PRON_04,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,which,✓,✓,國中＋高中,
GRAM_G7_REL_PRON_05,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,that,✓,✓,國中＋高中,
GRAM_G7_REL_PRON_06,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_PRON,關係代名詞,Relative Pronouns,關係代名詞主格與受格,✓,✓,國中＋高中,
GRAM_G7_REL_ADV_01,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_ADV,關係副詞,Relative Adverbs,where,✓,✓,國中＋高中,
GRAM_G7_REL_ADV_02,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_ADV,關係副詞,Relative Adverbs,when,✓,✓,國中＋高中,
GRAM_G7_REL_ADV_03,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_ADV,關係副詞,Relative Adverbs,why,✓,✓,國中＋高中,
GRAM_G7_COMPOUND_REL_01,Grammar,G7,關係子句與關係詞,GRAM_G7_COMPOUND_REL,複合關係詞,Compound Relatives,what,✓,✓,國中＋高中,
GRAM_G7_COMPOUND_REL_02,Grammar,G7,關係子句與關係詞,GRAM_G7_COMPOUND_REL,複合關係詞,Compound Relatives,whoever,✓,✓,國中＋高中,
GRAM_G7_COMPOUND_REL_03,Grammar,G7,關係子句與關係詞,GRAM_G7_COMPOUND_REL,複合關係詞,Compound Relatives,whatever,✓,✓,國中＋高中,
GRAM_G7_COMPOUND_REL_04,Grammar,G7,關係子句與關係詞,GRAM_G7_COMPOUND_REL,複合關係詞,Compound Relatives,whichever,✓,✓,國中＋高中,
GRAM_G7_REL_SPECIAL_01,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_SPECIAL,關係詞特殊規則,Special Rules for Relative Words,關係詞省略,✓,✓,國中＋高中,
GRAM_G7_REL_SPECIAL_02,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_SPECIAL,關係詞特殊規則,Special Rules for Relative Words,限用 that 的情形,✓,✓,國中＋高中,
GRAM_G7_REL_SPECIAL_03,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_SPECIAL,關係詞特殊規則,Special Rules for Relative Words,不可使用 that 的情形,✓,✓,國中＋高中,
GRAM_G7_REL_SPECIAL_04,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_SPECIAL,關係詞特殊規則,Special Rules for Relative Words,介係詞 + 關係詞,✓,✓,國中＋高中,
GRAM_G7_REL_SPECIAL_05,Grammar,G7,關係子句與關係詞,GRAM_G7_REL_SPECIAL,關係詞特殊規則,Special Rules for Relative Words,其他關係詞特殊用法,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_01,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞作名詞,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_02,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞作形容詞,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_03,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞作副詞,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_04,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,省略 to,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_05,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞慣用語,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_06,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞時態,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_07,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,不定詞語態,✓,✓,國中＋高中,
GRAM_G8_INFINITIVE_08,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_INFINITIVE,不定詞,Infinitives,獨立不定詞,✓,✓,國中＋高中,
GRAM_G8_GERUND_01,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_GERUND,動名詞,Gerunds,V + V-ing,✓,✓,國中＋高中,
GRAM_G8_GERUND_02,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_GERUND,動名詞,Gerunds,to + V-ing,✓,✓,國中＋高中,
GRAM_G8_GERUND_03,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_GERUND,動名詞,Gerunds,動名詞慣用語,✓,✓,國中＋高中,
GRAM_G8_GERUND_04,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_GERUND,動名詞,Gerunds,含動名詞句型,✓,✓,國中＋高中,
GRAM_G8_GERUND_05,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_GERUND,動名詞,Gerunds,remember / forget / stop + V-ing / to V,✓,✓,國中＋高中,
GRAM_G8_PARTICIPLE_01,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PARTICIPLE,分詞,Participles,現在分詞,,✓,高中,
GRAM_G8_PARTICIPLE_02,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PARTICIPLE,分詞,Participles,過去分詞,,✓,高中,
GRAM_G8_PARTICIPLE_03,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PARTICIPLE,分詞,Participles,分詞作形容詞,,✓,高中,
GRAM_G8_PARTICIPLE_04,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PARTICIPLE,分詞,Participles,複合形容詞,,✓,高中,
GRAM_G8_PARTICIPLE_05,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PARTICIPLE,分詞,Participles,分詞慣用語,,✓,高中,
GRAM_G8_PART_CLAUSE_01,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PART_CLAUSE,分詞構句與省略,Participial Constructions & Reduction,分詞構句,,✓,高中,
GRAM_G8_PART_CLAUSE_02,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PART_CLAUSE,分詞構句與省略,Participial Constructions & Reduction,關係子句分詞化省略,,✓,高中,
GRAM_G8_PART_CLAUSE_03,Grammar,G8,不定詞、動名詞與分詞,GRAM_G8_PART_CLAUSE,分詞構句與省略,Participial Constructions & Reduction,廣義使役 V + O + p.p./V-ing,,✓,高中,
GRAM_G9_COND_01,Grammar,G9,條件與假設,GRAM_G9_COND,條件句,Conditionals,真實條件句,✓,✓,國中＋高中,
GRAM_G9_COND_02,Grammar,G9,條件與假設,GRAM_G9_COND,條件句,Conditionals,與現在事實相反,✓,✓,國中＋高中,
GRAM_G9_COND_03,Grammar,G9,條件與假設,GRAM_G9_COND,條件句,Conditionals,與過去事實相反,✓,✓,國中＋高中,
GRAM_G9_COND_04,Grammar,G9,條件與假設,GRAM_G9_COND,條件句,Conditionals,與未來情況相反,✓,✓,國中＋高中,
GRAM_G9_COND_05,Grammar,G9,條件與假設,GRAM_G9_COND,條件句,Conditionals,混合條件句,✓,✓,國中＋高中,
GRAM_G9_UNREAL_01,Grammar,G9,條件與假設,GRAM_G9_UNREAL,非真實表達,Unreal Expressions,wish,✓,✓,國中＋高中,
GRAM_G9_UNREAL_02,Grammar,G9,條件與假設,GRAM_G9_UNREAL,非真實表達,Unreal Expressions,as if / as though,✓,✓,國中＋高中,
GRAM_G9_UNREAL_03,Grammar,G9,條件與假設,GRAM_G9_UNREAL,非真實表達,Unreal Expressions,It is time,✓,✓,國中＋高中,
GRAM_G9_UNREAL_04,Grammar,G9,條件與假設,GRAM_G9_UNREAL,非真實表達,Unreal Expressions,But for / Without,✓,✓,國中＋高中,
GRAM_G9_SUBJ_01,Grammar,G9,條件與假設,GRAM_G9_SUBJ,假設語氣與要求句型,Mandative Subjunctive,insist / suggest,✓,✓,國中＋高中,
GRAM_G9_SUBJ_02,Grammar,G9,條件與假設,GRAM_G9_SUBJ,假設語氣與要求句型,Mandative Subjunctive,It is necessary 等句型,✓,✓,國中＋高中,
GRAM_G9_COND_INV_01,Grammar,G9,條件與假設,GRAM_G9_COND_INV,條件倒裝,Conditional Inversion,省略 if 的倒裝,,✓,高中,
GRAM_G10_QUESTION_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_QUESTION,疑問詞與問句,Questions & Interrogatives,疑問代名詞,✓,✓,國中＋高中,
GRAM_G10_QUESTION_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_QUESTION,疑問詞與問句,Questions & Interrogatives,疑問形容詞,✓,✓,國中＋高中,
GRAM_G10_QUESTION_03,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_QUESTION,疑問詞與問句,Questions & Interrogatives,疑問副詞,✓,✓,國中＋高中,
GRAM_G10_QUESTION_04,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_QUESTION,疑問詞與問句,Questions & Interrogatives,how 延伸疑問片語,✓,✓,國中＋高中,
GRAM_G10_QUESTION_05,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_QUESTION,疑問詞與問句,Questions & Interrogatives,一般疑問句,✓,✓,國中＋高中,
GRAM_G10_TAG_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_TAG,附加與附和,Tag Questions & Agreement,附加問句,✓,,國中,
GRAM_G10_TAG_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_TAG,附加與附和,Tag Questions & Agreement,附和句,✓,,國中,
GRAM_G10_INDIRECT_Q_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_INDIRECT_Q,間接問句,Indirect Questions,間接問句語序,✓,,國中,與 G1 Noun Clauses 可交叉標記
GRAM_G10_INDIRECT_Q_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_INDIRECT_Q,間接問句,Indirect Questions,疑問詞引導的間接問句,✓,,國中,與 G1 Noun Clauses 可交叉標記
GRAM_G10_REPORTED_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,陳述句轉述,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,Yes/No 問句轉述,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_03,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,Wh-問句轉述,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_04,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,命令與請求轉述,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_05,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,時態回溯（Backshift）,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_06,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,人稱、時間與地點指示轉換,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_REPORTED_07,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_REPORTED,間接引語,Reported Speech,Reporting verbs：say / tell / ask,,✓,高中,與 Indirect Questions 分開；處理轉述、時態回溯、人稱／時間／地點轉換
GRAM_G10_NEG_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_NEG,否定,Negation,否定句,,✓,高中,
GRAM_G10_NEG_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_NEG,否定,Negation,否定副詞與否定範圍,,✓,高中,
GRAM_G10_INVERSION_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_INVERSION,倒裝,Inversion,Here / There 開頭句型,✓,✓,國中＋高中,
GRAM_G10_INVERSION_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_INVERSION,倒裝,Inversion,地方副詞倒裝,✓,✓,國中＋高中,
GRAM_G10_INVERSION_03,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_INVERSION,倒裝,Inversion,其他倒裝句,✓,✓,國中＋高中,
GRAM_G10_SPECIAL_01,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_SPECIAL,特殊句型,Special Sentence Patterns,祈使句,✓,✓,國中＋高中,
GRAM_G10_SPECIAL_02,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_SPECIAL,特殊句型,Special Sentence Patterns,感嘆句,✓,✓,國中＋高中,
GRAM_G10_SPECIAL_03,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_SPECIAL,特殊句型,Special Sentence Patterns,It is ... that ... 強調句,✓,✓,國中＋高中,
GRAM_G10_SPECIAL_04,Grammar,G10,疑問、否定與特殊句構,GRAM_G10_SPECIAL,特殊句型,Special Sentence Patterns,其他特殊句型,✓,✓,國中＋高中,
